"probe","GSM302859","GSM302864","GSM302866","GSM302870","GSM302872","GSM302882","GSM302896","GSM302900","GSM302924","GSM302927","GSM302933","GSM302943","GSM303364","GSM303366","GSM303368","GSM303520","GSM303522","GSM303523","GSM303525","GSM303531","GSM303533"
"200602_at",2144.94,1828.38,1826.1,1507.58,1425.14,1971.11,1837.63,1958,1279.29,1727.24,1054.53,1147.4,1317.97,2035.75,1021.86,866.576,2044.73,1757.37,2068.53,1698.31,1162.57
"200603_at",3719.84,3142.1,4219.7,2860.68,2155.31,2531.01,2881.08,2419.27,1586.5,2316.09,1500.44,1571.75,2020.22,2569.92,2247.82,1987.18,3899.32,1430.97,1580.45,1746.86,1823.21
"200604_s_at",1020.07,492.968,728.984,814.52,797.758,540.741,652.545,404.909,392.715,1313.48,377.177,917.32,493.797,362.09,503.571,1615.11,861.992,906.008,716.223,989.47,1337.26
"200605_s_at",4332,3483.12,4990.93,3472.29,2794.41,3040.5,2805.98,2546.08,3788.79,3817.04,3105.05,3011.11,3094.34,3459.1,4420.8,3855.81,3881.14,2446.47,3186.8,2960.4,3062.38
"200606_at",86.9553,128.487,264.556,125.792,134.449,261.796,134.913,162.692,383.141,108.512,164.548,174.128,219.206,107.56,106.709,122.961,144.682,155.223,112.785,129.21,141.122
"200607_s_at",446.121,261.17,477.056,484.314,562.471,416.612,555.206,232.414,332.681,707.526,128.063,785.249,232.725,204.835,231.624,485.59,448.763,528.836,401.724,380.578,346.862
"200608_s_at",1039.31,1076.92,1942.35,1012.71,619.161,979.263,1040.59,948.686,903.882,901.878,970.65,811.685,727.466,1104.77,847.032,849.146,1267.44,645.779,613.082,657.522,617.556
"200609_s_at",2867.75,2607.61,1851.73,2930.61,3101.05,4144.97,4412.79,3796.21,3691.18,3113.44,3251.35,4085.35,2620.38,2630.94,2928.81,3284.5,2438.52,3927.21,3014.75,3043.92,2509.85
"200610_s_at",4019.57,4818.73,5860.65,9739.05,3051.52,2974.95,3329.44,4492.89,4039.69,3412.93,3687.25,3242.89,3357.23,3426.17,3609.27,3708.83,10355.8,4460.39,3349.27,3710.64,4445.59
"200611_s_at",2342.47,2133.52,961.378,3271.31,3080.35,2516.5,2373.15,2940.49,3037.52,3129.06,3299.94,3496.54,2846.77,2502.82,2882.81,3281.57,1497.89,2475.99,2279.7,2296.69,3302.78
"200612_s_at",926.727,1157.66,1161.07,728.185,703.595,946.725,882.76,896.821,799.127,674.232,437.326,556.384,667.485,815.442,544.841,630.008,787.747,738.48,814.712,953.683,500.101
"200613_at",2597.35,2380.14,2140.78,1548.55,2003.16,2411.07,2010.9,1879.85,2583.57,2619.55,2926.97,3303.41,2344.33,3085.8,2564.59,3302.25,1647.59,2917.34,3254.57,3644.49,3387.29
"200614_at",6500.13,8327.13,6623.3,5572.11,7537.19,7478.25,8334.33,8812.33,6321.66,8255.37,7367.59,8123.93,7156.6,8040.14,8040.38,7769.25,5219.02,9814.13,7892.12,8380.41,7637.75
"200615_s_at",885.431,558.203,881.758,696.025,874.132,626.286,1032.47,637.71,711.619,657.65,528.096,746.543,650.425,510.386,495.089,724.201,790.439,598.546,491.428,540.937,747.917
"200616_s_at",539.739,510.483,548.16,562.766,534.693,311.418,654.085,418.625,337.053,540.978,526.044,688.983,510.005,313.051,497.122,984.071,489.741,1364.14,1051.21,1142.76,1017.05
"200617_at",1014.79,918.318,1183.82,1191.25,1347.3,975.611,1681.59,1241.79,953.811,886.591,1996.35,1323.85,1249.65,800.863,1162.49,1056.55,782.709,1147.01,996.757,993.572,1206.58
"200618_at",2613.8,2789.19,1891.19,1295.6,3312.52,2914.21,3758.79,4096.5,3093.78,2961.89,3078.49,3604.17,2169.84,2314.68,2503.84,2529.42,935.764,3569.38,3079.79,2786.31,2711.96
"200619_at",963.625,1337.16,1153.74,1304.39,1296.1,1192.07,898.553,1323.81,1921.56,1157.94,1808.69,1198.2,965.335,1213.9,961.373,1576.91,1137.4,2446.08,1906.63,1825.87,1554.3
"200620_at",3686.66,5754.66,6005.14,4026.91,5931.42,5085.39,4072.11,5210.3,5088.23,5706.55,5778.49,5399.36,5939.91,5584.99,7000.39,4571.93,3318.93,5990.86,5585.24,5865.72,5948.73
"200621_at",1956.84,2651.15,2487.11,1476.98,2880.18,3081.08,1878.33,2506.04,3868.3,1834.63,1621.75,1832.52,1787.84,2028.02,1731.35,2159.2,1846.94,3519.73,2776.16,2659,2221.78
"200622_x_at",692.547,1045.34,687.867,537.445,756.865,618.575,961.052,822.604,682.98,819.479,923.363,924.702,816.737,572.306,1213.34,854.66,345.507,1456.61,793.945,686.088,1610.08
"200623_s_at",1185.49,1142.27,734.449,481.812,1542.79,989.285,1719.4,1391.04,1542.54,1620.85,1946.79,1772.89,1329.02,1316.85,1183.17,1180.96,429.969,3059.54,1637.94,1299.79,1848.72
"200624_s_at",2153.74,1159.4,1999.83,2192.66,1968.88,2782.93,2379.26,2100.83,2442.75,2696.47,2864.64,2446.49,2282.25,2491.04,2368.17,1675.76,2970.26,1534.32,1615.37,1676.88,1596.16
"200625_s_at",3817.05,5038.27,2847.42,4752.46,4726.98,3487.08,4092.42,5205.23,4112.3,4338.31,5004.9,4780.89,3141.21,4516.85,4102.92,6410.92,3567.32,6454.15,4876.15,5040.94,5305.39
"200626_s_at",3060.2,2889.07,3201.31,3164.57,2129.3,3150.09,2861.04,3044.51,2277.49,2170.39,2624.52,2377.32,2257.93,2897.98,1929.6,1704.49,3442.44,1435.31,1614.75,1720.07,1529.44
"200627_at",3780.22,4359.24,6194.96,5442.98,3366.79,3887.82,3862.02,4567.65,4189.18,4301.99,4361.94,4036.56,4265.3,4241.32,4254.78,3720.65,5472.38,3979.75,3693.7,3563.47,3046.3
"200628_s_at",796.193,653.632,777.527,2046.3,2454.37,1244.45,781.681,2376.1,801.902,1769.14,1195.72,1264.66,1661.49,659.212,1560.33,1656.99,5217.53,721.36,907.41,1016.73,1425.16
"200629_at",1361.14,1250.21,775.389,3919.87,7050.57,3086.28,2276.41,8913.73,1307.81,3085.94,2272.1,3947.88,2899.46,1059.45,2451.92,2654.05,12148.3,1141.12,1362.54,1390.55,1702.47
"200630_x_at",5386.99,4092.3,4106.61,9412.17,4934.62,2952.18,4677.09,4240.85,3066.57,3925.71,3370.55,3777.57,3898.74,3051.1,2839.89,4020.1,6599.04,4318.19,3640.48,4301.23,3950.65
"200631_s_at",3560.86,3190.91,3327.54,5026.96,3074.54,3228.01,3529.28,3281.7,2748.98,3051.34,4337.67,3502.16,2649.83,2841.34,2226.38,2203.52,3894.54,2567.91,2758.64,2546.93,2433.39
"200632_s_at",4072.24,3926.51,4836.05,6751.84,5561.21,4551.44,3422.46,5483.23,5748.59,4500.7,3750.57,2922.96,4422.27,3756.37,5086.26,4569.54,4267.29,3215.36,2890.84,2821.59,4354.7
"200633_at",16187.9,19362.2,17542.4,12334.2,15044.1,10495,14016.9,13606.8,11370.7,13775,15215.3,14976.3,18998.8,13774.9,14820,13349.9,12522.9,16979.2,15558.5,15151,16415.6
"200634_at",5149.48,4413.53,3290.3,6368.14,7658.69,5310.04,7018.47,9012.15,4994.04,3555.94,4864.71,5626.38,3804.47,4654.75,4011.47,6368.49,4594.61,5901.34,4392.03,4424.6,4911.55
"200635_s_at",97.5494,27.1909,580.589,75.1421,168.348,81.6434,72.8249,17.0695,412.356,71.1145,61.7646,103.043,78.37,71.5747,79.5165,87.6658,317.582,199.914,435.897,455.688,334.195
"200636_s_at",229.085,344.558,2331.35,134.795,510.054,648.087,309.627,363.999,1142.86,242.888,197.478,243.08,525.59,380.806,479.947,200.26,1050.19,356.98,412.751,556.619,346.864
"200637_s_at",74.2299,124.636,447.834,87.7228,173.892,112.096,90.0485,57.4361,253.123,94.1626,46.9734,106.746,158.211,67.1863,95.1591,123.583,315.516,230.001,370.929,317.516,283.308
"200638_s_at",2692.29,1907.07,2413.97,3552.75,2751.92,2362.79,2508.91,3034.1,1898.8,3028.65,2901.09,3177.76,2955.18,3010.45,3330.21,2908.83,2689.26,1785.82,2134.4,1991.76,2035.13
"200639_s_at",3896.23,3916.88,5535.09,6194.8,3368.71,3828.82,3752.54,5319.89,4191.3,4140.97,3662.8,3507.96,3243.02,4517.41,4626.01,3627.13,4575.95,3995.53,3131.79,2928.29,2755.77
"200640_at",4776.52,4695.51,5173.99,6153.9,6385.64,5194.26,5471.31,7411.49,6406.49,6803.25,7867.21,7300.94,6158.81,6728.67,7975.86,7108.13,4811.91,6958.45,5876,6343.99,5903.15
"200641_s_at",1551.48,1449.02,1215.24,2578.18,2499.15,1274.98,1396.03,1396.43,1338.58,2674.63,1792.61,2640.25,1683.43,1650.4,2322.73,3464.12,1829.5,1626.79,2147.09,2464.81,2782.72
"200642_at",4402,6850.02,8062.68,4214.45,7513.41,6163.57,5843.37,7023.75,6554.19,6172.18,6828.86,5514.33,6227.75,6568.14,6340.46,4417.39,5760.14,6243.82,6024.52,6029.83,6274.53
"200643_at",1578.3,1350,1351.05,1199.23,1402.94,1192.6,1236.97,1106.08,1528.74,1499.31,1246.67,1215.1,1294.97,1631.56,1692.6,1829.24,1490.53,2056.79,1779.85,1740.57,1672.09
"200644_at",2325.33,361.217,539.011,561.231,1013.37,657.263,1536.96,890.323,691.879,1237.43,1400.94,1242.65,1221.72,901.84,508.913,821.002,401.942,753.182,400.338,302.584,577.057
"200645_at",8404.94,9911.45,8500.39,5797.04,7887.86,7062.63,8170.72,8006.04,7151.06,7927.97,8953.08,8578.54,8430.1,7730.42,8545.8,9235.66,5120.5,11191.2,10587.3,9149.66,9035.76
"200646_s_at",842.845,1077.81,677.159,598.408,885.427,725.015,450.85,620.812,751.807,1052.85,650.145,1038.58,780.759,620.369,805.514,1329.4,596.945,1307.9,2044.2,1560.17,1506.48
"200647_x_at",2603.51,3470.6,2825.8,3292.72,1903.14,4190.76,4678.25,4002.75,4261.95,3948.75,2527.99,4122.38,4000.15,3749.02,2735.35,1896.53,6534.21,5749.34,3107.44,3005.59,1875.35
"200648_s_at",1924.72,2013.27,7574.96,2389.32,1709.52,1078.41,835.874,1530.69,2075.46,3448.94,565.927,5083.4,1064.31,1756.19,4386.36,6441.9,9334.39,1509.61,1851.5,2097.88,4224.59
"200649_at",2250.24,2879.43,1693.97,1758.7,3629.34,2465.4,2491.07,3221.41,2409.39,3275.56,2566.5,3343.47,2601.8,2314.08,2934.68,3555.84,1677.52,5685.11,4858.21,4314.39,3743.79
"200650_s_at",10190.9,11822.5,9995.61,17949.9,11547.8,7119.5,9190.34,11369.7,9876.73,10173.8,8811.62,11117.6,10868.9,10279.1,10398.2,14824,14643.9,10590.8,9194.72,9454.26,13725.7
"200651_at",9730.75,9306.37,12311.4,8928.22,7122.68,8751.04,8609.24,6991.56,8255.81,9007.17,11066,9087.93,9093.87,7622.66,6983.55,7587.76,6357.65,9619.38,9167.69,8760.38,8996.3
"200652_at",4093.27,3204.95,3623.55,3014.23,3074.04,3083.88,3494.34,3054.54,2867.97,4432.8,4709.53,4601.99,3978.53,3730.06,3318.01,3342.48,3345.75,4483.37,3863.86,3839.2,3472.63
"200653_s_at",2652.6,3563.19,2079.91,2375.95,2330.85,1985.03,2581.77,2427.76,2064.35,3238.73,3205.23,3331.41,2307.23,2271.52,2444.15,3271.83,1408.4,3067.87,2202.47,2027.92,1455.94
"200654_at",6128.77,7328.01,4672.56,5179.6,10534.5,7129.27,9531.54,10179.4,7111.25,9579.61,9091.02,9041.68,9032.89,6906.77,7786.45,9104.22,5938.69,9572.73,7739.26,8005,9315.39
"200655_s_at",2587.51,3207.76,3186.45,2627.43,3316.78,2961.55,2928.25,3281.42,2599.44,2550.73,2169.16,2474.02,2322.94,3146.99,2582.62,3903.91,2362.82,3096.39,2509.82,2596.58,2500.22
"200656_s_at",2442.85,2924.84,1865.68,2440.54,2390.61,1837.64,2663.55,2338.78,2000.9,2882.89,2100.97,2923.15,2171.27,2196.26,1847.18,3076.84,2813.9,1988.25,2367.73,2348.53,2693.72
"200657_at",5705.66,4704.22,3283.28,7213.43,4161.07,3770.2,3472.26,3758.85,4076.6,4896.9,6431.64,5806.43,5198.5,5149.43,5362.12,6338.2,6492.85,4769.34,4835.67,5664.66,6844.15
"200658_s_at",546.562,800.147,847.031,798.681,553.209,551.666,596.072,569.115,561.517,432.857,653.887,728.369,642.726,528.126,519.62,523.145,871.474,539.782,587.246,551.867,615.549
"200659_s_at",311.267,454.495,384.12,657.715,491.141,290.084,270.532,329.493,432.856,426.969,485.576,404.568,540.048,351.253,413.718,383.829,598.23,513.579,642.293,606.402,374.11
"200660_at",4169.95,6285.43,3598.85,9893.73,8728.04,3881.13,5248.6,7491.98,5697.01,5589.81,5170.77,6817.77,7155.38,6327.26,8742.43,7178.06,5734.7,7194.61,5276.29,4945.78,5242.3
"200661_at",1971.76,2433.25,983.394,1229.61,2407.65,2667.73,2034,2235.93,1948.89,2222.27,2015.55,2455.96,2055.88,1838.36,1373.45,2084.38,1257.76,3555.61,3310.45,3277.18,3046.5
"200662_s_at",1916.93,2027.87,2345.75,3021.61,1351.64,2219.96,1903.73,1653.6,2046.8,1643.35,2172.96,1851.43,1563.16,1961.35,1721.77,1367.54,2445.12,1680.66,1601.17,1621.17,1294.54
"200663_at",13975.3,24324.6,14435.9,12710.7,14598.5,9194.05,11601.5,11622,10390.6,11653.8,12196.6,13340.6,12609.9,11223.5,12602.7,12261.5,10559.6,19325.3,13837,14636.6,15410.5
"200664_s_at",612.181,601.756,868.098,764.648,567.213,716.332,517.274,443.007,719.989,662.356,645.501,907.65,893.049,1112.96,904.301,886.855,1221.28,804.394,1823.05,2376.98,1004.68
"200665_s_at",12165,6753.93,5641.48,3200.75,4910.87,5333.16,8900.97,5348,4171.43,8785.16,6664.04,7984.2,7686.79,8979.35,4816.54,10251.2,4811.26,11816,9036.19,8822.77,5636.27
"200666_s_at",911.044,945.855,1463.63,1296.76,994.378,1681.52,1363.02,1002.77,1432.17,1391.81,1165.37,1481.07,1299.09,2012.71,1727.59,1437.22,1591.56,1435.19,2049.43,2462.91,1364.73
"200667_at",2054.36,1991.41,2711.11,3568.95,1817.35,2280.72,2076.96,2468.29,2431.35,1971.1,2772.43,2223.23,1777.34,2008.72,2526.31,1879.47,2573.93,1652.95,1673.48,1600.55,2335.24
"200668_s_at",4686.86,3791.3,4973.18,7465.27,3209.91,3294.27,3527.05,4216.75,4058.52,4404.28,4407.56,3963.08,3801.91,4175.82,4769.8,5055.33,5454.42,3112.22,3960.09,3615.83,4702.59
"200669_s_at",2160.21,1852.51,2243.69,3611.74,1343.85,1560.14,1456.95,1271.74,2036.7,2245.39,2091.68,2722.34,2246.95,1820.41,2459.11,2160.99,2829.66,1214.49,1648.28,1664.62,2059.5
"200670_at",1616.73,952.83,1463.59,2670.62,1376.51,1115.46,3103.34,1851.68,1045.51,3659.56,4701.55,2545.24,6130.73,884.509,6650.82,1224.93,3225.93,493.275,841.186,730.144,984.68
"200671_s_at",164.605,105.182,305.959,53.2336,32.4235,24.111,17.08,2.73551,103.504,14.2073,11.1009,12.7956,13.4115,3.74404,11.2663,207.616,323.416,349,247.143,276.035,311.797
"200672_x_at",602.822,392.265,604.318,477.652,553.787,622.52,618.183,258.071,1084.12,502.987,286.437,445.792,594.856,648.612,552.764,537.607,718.899,839.229,843.893,631.281,404.368
"200673_at",7900.14,9848.96,9400.73,5859.93,5601.64,6535.45,5579.85,7805.07,4963.51,6962.62,5486.66,4752.28,6011.07,6432.23,5887.06,6330.23,7173.95,7123.87,6431.96,6840.63,6158.22
"200674_s_at",16514.2,17831.8,22295.9,14683.3,13141.1,10056.7,12283.3,11076.5,11980.3,11467.5,16999.8,13426.3,16938.2,11626.3,12038.1,10546.1,12334.4,17661.4,14542.1,13989.4,15807.5
"200675_at",7752.78,12785,10131.1,6256.56,8159.71,8037.35,8181.43,8210.54,7262.88,8094.02,9716.92,8243.92,8252.9,7932.83,8230.16,8969.64,8104.52,11446,11254.4,11577.2,10346.5
"200676_s_at",232.645,348.102,382.629,231.947,394.662,470.587,478.997,445.549,548.457,360.967,280.721,341.605,434.932,372.308,401.536,344.025,254.042,484.647,384.815,426.148,238.511
"200677_at",4916.1,4975.57,3309.3,3771.7,4730.59,5490.47,5057.66,5974.51,5681.07,5385.87,4664.78,6098.85,4775.07,5652.96,6224.54,6669.79,3267.08,5318.03,4696.05,4675.22,4976.28
"200678_x_at",4217.42,6910.41,2408.39,3412.53,4599.36,4538.07,4581.86,5413.88,3497.05,6229.29,5408.98,7264.51,6014.08,4702.59,7315.46,5915.42,3137.09,8813.29,7202.94,7805.76,6438.12
"200679_x_at",1666.77,1912.5,1775.23,1319.74,1519.74,1496.53,1420.14,1518.56,1657.01,1992.61,1680.99,1942.99,1465.22,1317.03,1365.4,1773.54,1517.68,2344.96,2254.26,2349.44,1852.76
"200680_x_at",10227.7,9973.66,7122.73,7737.03,8094.1,7010.07,8678.14,8414.34,7209.69,8855.77,9492.56,7584.33,8859.97,7914.34,8665.43,8642.74,7959.11,9294.79,8716.27,9681.9,9899.57
"200681_at",1873.62,1912.49,2772.19,1704.44,2305.48,2271.45,2070.11,2171.84,2710.47,2646.23,2806.49,2781.08,2183.48,2207.84,2430.31,2671.96,1819.82,2877.7,2489.16,2564.94,2477.73
"200682_s_at",2404.51,2179.09,1993.13,2821.91,2243.9,1714.21,2386.74,2248.23,1965.22,2545.88,2470.65,2745.94,2101.21,1823.56,2285.35,3228.61,2868.86,2735.24,2970.14,1883.93,2855.72
"200683_s_at",1012.94,945.294,1062.69,1235.6,1328.47,1334.47,1217.59,1250.6,1230.22,1376.14,812.554,1323.41,946.423,1222.32,841.905,1031.51,942.638,1256.35,1019.57,992.231,864.559
"200684_s_at",450.04,590.85,555.293,641.062,685.887,696.5,676.539,776.344,1138.57,743.861,470.753,578.442,522.277,626.581,647.033,722.439,468.352,664.961,653.772,676.799,603.074
"200685_at",316.572,125.142,407.87,288.832,167.591,206.819,219.175,272.825,181.934,117.272,96.8773,99.596,117.11,324.67,167.725,111.084,369.807,63.7139,65.7861,85.4108,113.065
"200686_s_at",2138.07,1685.88,2334.57,1755.65,948.331,1178.45,1503.57,1815.46,1010.79,820.057,662.366,734.207,1126.28,2176.61,1664.63,794.152,2062.58,570.793,779.194,947.002,757.437
"200687_s_at",668.706,603.308,744.579,837.273,595.313,669.687,678.234,705.324,907.953,507.418,700.661,648.037,544.393,554.156,410.991,562.381,686.401,601.13,599.218,589.525,497.668
"200688_at",258.523,147.131,192.668,244.927,179.196,167.015,245.794,174.34,196.094,146.03,160.783,162.468,192.913,142.745,120.298,174.139,250.409,177.076,142.833,187.364,259.503
"200689_x_at",16202.3,17240.2,18262,12893.8,9554.08,9459.84,10718.9,11988.5,11630,11151.7,16306.3,11014.1,11979.3,12020.3,11276.4,14076.3,9285.85,15852.1,15502.9,15555.1,17466.4
"200690_at",223.042,260.544,325.438,716.285,306.971,314.897,304.192,262.715,294.19,190.891,214.734,291.456,312.932,276.841,363.038,250.364,579.28,152.392,144.164,154.743,215.749
"200691_s_at",1773.93,1362.82,1880.84,4145.12,1756.77,1345.32,1473.88,1507.02,1436.63,1719.53,1663.07,1644.81,1685.47,1387.65,1601.33,1430.82,3358.11,1547.76,1282.56,1224.55,1459.52
"200692_s_at",752.453,804.12,587.748,2577.32,615.248,473.441,527.235,537.507,610.253,644.778,760.698,637.816,755.682,549.396,799.59,651.277,1394.75,513.97,592.467,513.148,596.907
"200693_at",4503,5509.93,5020.89,5010.07,4945.73,7256.94,4053.02,5071.17,4536.96,5003.84,4495.31,3706.12,4362.88,6523.14,5223.72,4177.31,5003.88,4256.71,4049.99,4700,4080.38
"200694_s_at",1840.91,1992.79,1966.8,2516.19,2190.32,2882.68,1848.79,2106.44,2276.87,1715.64,2243.78,1609.13,1436.81,1949.79,1790.18,1671.88,2487.97,2416.97,2678.45,2710,2254.33
"200695_at",1226.35,903.88,805.193,1149.97,1143.97,872.173,860.478,827.251,808.177,1002.45,1057.63,1023.88,1143.97,771.85,736.711,1271.49,982.065,1402.17,1456.62,1247.48,1358.67
"200696_s_at",3265.18,12763.3,19349.9,7161.21,11288.1,10067.9,4845.5,4766.01,12228,5924.69,10542.8,8014.52,6881.48,8238.22,6899.26,4191.1,12487.7,11563.3,11756.6,10257.9,6553.35
"200697_at",1383.49,1618.31,989.434,4423.01,2325.27,1690.86,1624.35,1937.69,1777.11,1902.07,1948.97,2116.95,1908.75,1586.59,2396.33,2225.02,2316.94,2223.88,1428.33,1869.44,2350.16
"200698_at",2204.16,2676.17,2618.33,3455.26,2243.95,2249.15,2199.96,1941.1,2310.03,2204.64,1494.19,1698.09,2106.37,2791.73,2309.24,2494.9,3422.3,2151.64,1688.82,1778.73,1993.66
"200699_at",2007.44,3036.73,2491.59,2254.99,3968.53,3311.6,2779.61,3414.96,3147.2,3243.56,2136.02,2601.11,2660.93,3890.43,2602.8,3217.91,2489.24,4197.23,2660.6,2886.91,3026.9
"200700_s_at",2741.43,1889.62,2188.72,3566.07,3350.08,2759.33,3034.15,1931.76,2775.52,4431.63,3741.68,3256.77,3490.49,2387.05,3264.35,4116.39,2914.71,4023.85,2876.81,2909.09,3383.49
"200701_at",7459.62,12475.2,6031.3,5070.94,6680.3,7350.04,7564.32,8060.35,6880.64,8356.31,9809.02,10559.5,7276,7799.79,9387.35,9796.27,5098.05,11066.9,10417.8,9997.34,11336.5
"200702_s_at",546.83,501.323,295.539,394.729,314.865,456.336,280.827,623.315,545.353,335.531,316.445,437.639,152.177,234.879,222.706,612.355,641.835,1078.66,1115.03,1296.33,696.621
"200703_at",4707.06,2568.59,4855.29,4009.15,5003.56,4771.81,5577.73,5485.31,4708.39,3834.94,3820.66,3253.3,5298.96,5162.04,4744.21,3939.81,5566.49,4064.71,3566.25,4042.02,3809.44
"200704_at",4141.5,3290.39,2649.67,7234.23,3372.39,2390.56,3141.67,3474.4,2492.39,2798.3,3710.61,4810.11,3431.03,1520.61,4361.89,4683.63,3753.92,2582.54,2946.3,2853.72,3897.82
"200705_s_at",8441.4,9813.03,12784.3,8115.88,5290.29,5882.03,8031.52,5540.63,5662.35,6037.74,9887.72,7227.07,8773.37,5107.33,6107.1,4296.26,7982.2,4289.48,5126.6,4956.2,6855.94
"200706_s_at",3046.68,2010.58,1699.49,5159.96,2746.41,1921.55,2608.79,2843.12,2301.41,2910.86,3354.72,3799.13,3196.86,1602.38,4817.71,3960.5,3489.97,2345.95,2085.09,2235.01,3421.12
"200707_at",744.683,686.439,884.598,499.68,744.391,583.06,821.753,590.545,876.634,1165.14,1571.85,1113.79,667.732,616.351,562.73,1317.73,478.865,1335.54,1875.17,1555.67,1418.92
"200708_at",923.717,786.966,763.094,733.025,1467.05,1377.26,1353.87,1450.63,1026.95,1015.94,1158.81,1258.05,1060.43,887.529,1062.05,1041.86,952.809,1076.07,941.583,748.608,1017.83
"200709_at",5062.94,2995.08,3092.63,3558.8,4526.44,3815.41,4494.13,4141.23,3652.62,4159.39,4071.11,4174.37,4618.16,4231.9,3972.14,3074.19,4180.95,4279.26,2637.34,2533.33,2727.58
"200710_at",1765.18,2154.28,3053.52,1994.42,1990.09,1459.82,1715.46,1988.44,3306.48,1259.48,2306.74,2060.11,2545.55,2559.26,2157.23,1633.62,2274.25,2373.04,3343.54,3470.11,3855.36
"200711_s_at",1551.74,1800.74,1680.84,2223.9,1865.38,2277.91,1758.39,1832.25,2384.41,1410.2,1738.79,1807.38,1673.91,1586.95,1433.23,1230.69,1950.51,1733.45,1849.75,1819.99,1448.94
"200712_s_at",615.256,540.76,464.74,833.668,697.969,604.599,513.596,483.623,684.777,746.147,634.004,836.511,756.156,586.997,722.133,910.773,796.987,447.522,545.394,490.823,682.069
"200713_s_at",2802.36,2826.67,2267.72,3695.33,2790.22,2637.83,3305.04,3044.63,2883.43,3021.13,3455.46,3831.12,2967.47,2627.44,3234.17,3567.78,3078,3087.91,2812.2,2637.42,3398.97
"200714_x_at",3879.18,5311.06,3937.84,3681.31,4789,4119.91,4060.46,4011.3,4191.43,4117.06,3493.14,4800.41,4336.91,4252.99,3693.21,4919.27,3275.67,7366.26,6016.31,5963.13,5444.48
"200715_x_at",10059.9,10061.6,12162.6,7387.08,10138.8,9213.27,11261.5,9590.96,8817.89,10875.4,14257.9,11467.6,9679.94,7800.15,7246.34,6929.73,6268.58,11482.6,9924.93,9452.96,11532.4
"200716_x_at",23147.1,27287.2,27774.9,19824.2,17495.6,13317.8,16056.5,16566.7,16168.4,15977.5,22849.9,17463.5,21503.6,16450.3,15808.9,16558,16574.2,20630.5,19332.7,18310.3,21360.3
"200717_x_at",21051.3,20120.6,27190.5,19052.3,12926.8,12088.2,13987.3,14339.9,12602,13062.5,16716.9,14359.2,19032.9,15115.4,16423.7,13041.7,18818.6,17086.8,15297,17016.2,16242.8
"200718_s_at",6345.01,7722.86,10331.7,7944.76,6224.53,5800.28,6475.15,5264.26,5391.05,5875.91,5598.1,5651.68,5734.98,6875.71,5374.25,5995.23,6827.93,5667.95,6596.43,7026.48,6302.72
"200719_at",514.391,413.251,523.727,701.583,447.024,583.167,354.978,552.542,622.054,406.372,504.75,309.436,405.064,534.7,486.425,591.219,857.466,611.525,1058.73,1135.71,505.477
"200720_s_at",790.6,738.452,714.066,789.829,728.892,606.394,629.828,691.814,562.426,837.368,548.137,666.917,493.056,490.675,455.029,1050.45,711.241,854.909,876.941,1009.6,920.938
"200721_s_at",1030.07,1173.29,824.139,810.625,1348.19,1092.59,931.626,1257.25,1151.88,1258.47,970.699,1031.44,856.406,1070.86,907.212,1265.67,804.302,1666.61,1296.98,1430.7,1282.01
"200722_s_at",840.615,657.434,826.884,875.763,720.843,1138.14,625.641,295.934,1002.51,1238.2,560.694,1277.29,599.53,636.498,566.185,1160.81,759.025,808.443,566.836,633.867,728.291
"200723_s_at",2596.64,2081.23,2471.75,2444.67,2317.88,3052.97,2680.53,1830.77,2734.12,2681.96,2510.11,3512.28,2393.99,2352.11,2275.65,2617.86,2736.55,2193.45,2217.84,1789.12,2509.99
